Region,Level,Item,production
Russia,Commodity,Textiles waste for treatment: incineration,40592103.04589427
Russia,Commodity,Wood waste for treatment: incineration,44609221.55156032
Russia,Commodity,Oil/hazardous waste for treatment: incineration,46223868.60044499
Russia,Commodity,Food waste for treatment: biogasification and land application,1263081.4708868049
Russia,Commodity,Paper waste for treatment: biogasification and land application,1380288.0885353014
Russia,Commodity,Sewage sludge for treatment: biogasification and land application,7141508.375212166
Russia,Commodity,Food waste for treatment: composting and land application,8912361.163583634
Russia,Commodity,Paper and wood waste for treatment: composting and land application,10474.377176562735
Russia,Commodity,Food waste for treatment: waste water treatment,1099831199.311585
Russia,Commodity,Other waste for treatment: waste water treatment,1550056034.8284183
Russia,Commodity,Food waste for treatment: landfill,54559879482.21466
Russia,Commodity,Paper for treatment: landfill,22899051701.147224
Russia,Commodity,Plastic waste for treatment: landfill,18639124844.78737
Russia,Commodity,Inert/metal/hazardous waste for treatment: landfill,18644179056.31488
Russia,Commodity,Textiles waste for treatment: landfill,8011969093.691023
Russia,Commodity,Wood waste for treatment: landfill,9648021597.276438
Russia,Commodity,Membership organisation services n.e.c. (91),5182031419.816314
Russia,Commodity,"Recreational, cultural and sporting services (92)",47087255243.44603
Russia,Commodity,Other services (93),882379842.9617547
Russia,Commodity,Private households with employed persons (95),540180949.5074291
Russia,Commodity,Extra-territorial organizations and bodies,0.0
Norway,Commodity,Paddy rice,1025346.7737367118
Norway,Commodity,Wheat,306191818.34465826
Norway,Commodity,Cereal grains nec,519486064.9903403
Norway,Commodity,"Vegetables, fruit, nuts",1594472004.295632
Norway,Commodity,Oil seeds,29322583.9743156
Norway,Commodity,"Sugar cane, sugar beet",3369109.4245691583
Norway,Commodity,Plant-based fibers,2038697.5246265118
Norway,Commodity,Crops nec,487104122.24987584
Norway,Commodity,Cattle,357463626.5482531
Norway,Commodity,Pigs,540146631.9259535
Norway,Commodity,Poultry,306019050.52179325
Norway,Commodity,Meat animals nec,12740294.15001519
Norway,Commodity,Animal products nec,73832814.12345888
Norway,Commodity,Raw milk,1347408319.5429037
Norway,Commodity,"Wool, silk-worm cocoons",13666481.357736167
Norway,Commodity,Manure (conventional treatment),0.0
Norway,Commodity,Manure (biogas treatment),0.0
Norway,Commodity,"Products of forestry, logging and related services (02)",1493482370.0932293
Norway,Commodity,Fish and other fishing products; services incidental of fishing (05),10372789568.808594
Norway,Commodity,Anthracite,3485146.298593153
Norway,Commodity,Coking Coal,2145414.8617368885
Norway,Commodity,Other Bituminous Coal,172604564.5274968
Norway,Commodity,Sub-Bituminous Coal,38824.15322425947
Norway,Commodity,Patent Fuel,81566.16091578647
Norway,Commodity,Lignite/Brown Coal,954447.9957449706
Norway,Commodity,BKB/Peat Briquettes,536752.232282979
Norway,Commodity,Peat,2896657.593960537
Norway,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",34052773134.85286
Norway,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",24045385099.439274
Norway,Commodity,Natural Gas Liquids,3193424597.5869656
Norway,Commodity,Other Hydrocarbons,1789395.6069509771
Norway,Commodity,Uranium and thorium ores (12),0.0
Norway,Commodity,Iron ores,2124631.938692862
Norway,Commodity,Copper ores and concentrates,1769493.9568164388
Norway,Commodity,Nickel ores and concentrates,382153.110511476
Norway,Commodity,Aluminium ores and concentrates,469980.65108980914
Norway,Commodity,Precious metal ores and concentrates,2001517.1005689094
Norway,Commodity,"Lead, zinc and tin ores and concentrates",171122.09990215543
Norway,Commodity,Other non-ferrous metal ores and concentrates,121253401.97758733
Norway,Commodity,Stone,903624780.9622439
Norway,Commodity,Sand and clay,235056945.82662666
Norway,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",24726907.357503287
Norway,Commodity,Products of meat cattle,228067659.40505105
Norway,Commodity,Products of meat pigs,782042741.5456035
Norway,Commodity,Products of meat poultry,459748904.6732212
Norway,Commodity,Meat products nec,2198075799.903803
Norway,Commodity,products of Vegetable oils and fats,465424028.4497622
Norway,Commodity,Dairy products,1620741941.7588935
Norway,Commodity,Processed rice,4185266.44139819
Norway,Commodity,Sugar,563294.450414015
Norway,Commodity,Food products nec,4860550714.220125
Norway,Commodity,Beverages,2066397989.061188
Norway,Commodity,Fish products,3066301806.4561734
Norway,Commodity,Tobacco products (16),107091429.13211583
Norway,Commodity,Textiles (17),684045718.6459258
Norway,Commodity,Wearing apparel; furs (18),269525107.5112614
Norway,Commodity,Leather and leather products (19),65926122.598958746
Norway,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),3574600363.722317
Norway,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Norway,Commodity,Pulp,668358529.6597568
Norway,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
Norway,Commodity,Paper and paper products,1023478189.4083143
Norway,Commodity,Printed matter and recorded media (22),4891588958.349595
Norway,Commodity,Coke Oven Coke,2837723.6323680123
Norway,Commodity,Gas Coke,0.0
Norway,Commodity,Coal Tar,4198895.855187773
Norway,Commodity,Motor Gasoline,3892386776.793319
Norway,Commodity,Aviation Gasoline,815174.1258865481
Norway,Commodity,Gasoline Type Jet Fuel,0.0
Norway,Commodity,Kerosene Type Jet Fuel,253201500.68061334
Norway,Commodity,Kerosene,554607883.9922271
Norway,Commodity,Gas/Diesel Oil,4770094886.036148
Norway,Commodity,Heavy Fuel Oil,358103603.82681024
Norway,Commodity,Refinery Gas,5912362.979638583
Norway,Commodity,Liquefied Petroleum Gases (LPG),2174447806.5150437
Norway,Commodity,Refinery Feedstocks,138025234.98256558
Norway,Commodity,Ethane,1067077.6693735025
Norway,Commodity,Naphtha,65092647.85523088
Norway,Commodity,White Spirit & SBP,133422.84647822648
Norway,Commodity,Lubricants,1344309.4164923648
Norway,Commodity,Bitumen,6591222.162071691
Norway,Commodity,Paraffin Waxes,914324.9359343704
Norway,Commodity,Petroleum Coke,16357175.082127167
Norway,Commodity,Non-specified Petroleum Products,77881.46172673513
Norway,Commodity,Nuclear fuel,2349954.4587854287
Norway,Commodity,"Plastics, basic",1968543559.736823
Norway,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
Norway,Commodity,N-fertiliser,17791567.38903258
Norway,Commodity,P- and other fertiliser,725078886.7443405
Norway,Commodity,Chemicals nec,2432924607.707551
Norway,Commodity,Charcoal,6209143.523138156
Norway,Commodity,Additives/Blending Components,61578335.60212281
Norway,Commodity,Biogasoline,1306824.9826545864
Norway,Commodity,Biodiesels,60099594.62628208
Norway,Commodity,Other Liquid Biofuels,9215666.506886354
Norway,Commodity,Rubber and plastic products (25),1213005496.7471833
Norway,Commodity,Glass and glass products,733831804.7720566
Norway,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
Norway,Commodity,Ceramic goods,189117798.79200357
Norway,Commodity,"Bricks, tiles and construction products, in baked clay",29085210.16382509
Norway,Commodity,"Cement, lime and plaster",523396089.453989
Norway,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
Norway,Commodity,Other non-metallic mineral products,1122138378.7641537
Norway,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,1708312695.2907026
Norway,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Norway,Commodity,Precious metals,537241453.5707997
Norway,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Norway,Commodity,Aluminium and aluminium products,4290859595.1082273
Norway,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
Norway,Commodity,"Lead, zinc and tin and products thereof",406564812.71799374
Norway,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
Norway,Commodity,Copper products,621478571.8105663
Norway,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
Norway,Commodity,Other non-ferrous metal products,2159710279.7423444
Norway,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
Norway,Commodity,Foundry work services,278517265.8772389
Norway,Commodity,"Fabricated metal products, except machinery and equipment (28)",5465874676.481079
Norway,Commodity,Machinery and equipment n.e.c. (29),13284987223.444798
Norway,Commodity,Office machinery and computers (30),187231715.81879398
Norway,Commodity,Electrical machinery and apparatus n.e.c. (31),9964437314.412348
Norway,Commodity,"Radio, television and communication equipment and apparatus (32)",2414820816.868904
Norway,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",4348309749.11071
Norway,Commodity,"Motor vehicles, trailers and semi-trailers (34)",840649204.5600986
Norway,Commodity,Other transport equipment (35),12778920856.154633
Norway,Commodity,Furniture; other manufactured goods n.e.c. (36),4717844454.296054
Norway,Commodity,Secondary raw materials,677291348.4241924
Norway,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
Norway,Commodity,Electricity by coal,617733.3650873213
Norway,Commodity,Electricity by gas,28962070.303748596
Norway,Commodity,Electricity by nuclear,0.0
Norway,Commodity,Electricity by hydro,3117160029.756501
Norway,Commodity,Electricity by wind,18379700.227885965
Norway,Commodity,Electricity by petroleum and other oil derivatives,497507.4279307719
Norway,Commodity,Electricity by biomass and waste,5893871.32640246
Norway,Commodity,Electricity by solar photovoltaic,0.0
Norway,Commodity,Electricity by solar thermal,0.0
Norway,Commodity,"Electricity by tide, wave, ocean",0.0
Norway,Commodity,Electricity by Geothermal,0.0
Norway,Commodity,Electricity nec,2317770.7256514295
Norway,Commodity,Transmission services of electricity,252509184.52500483
Norway,Commodity,Distribution and trade services of electricity,3029551927.466266
Norway,Commodity,Coke oven gas,0.0
Norway,Commodity,Blast Furnace Gas,6307897.725845389
Norway,Commodity,Oxygen Steel Furnace Gas,83306867.37476557
Norway,Commodity,Gas Works Gas,83306955.73206201
Norway,Commodity,Biogas,7472867.0353636425
Norway,Commodity,Distribution services of gaseous fuels through mains,45870593.2844161
Norway,Commodity,Steam and hot water supply services,188343019.30200928
Norway,Commodity,"Collected and purified water, distribution services of water (41)",672929614.0887223
Norway,Commodity,Construction work (45),60086478540.95269
Norway,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
Norway,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",12256041252.700806
Norway,Commodity,Retail trade services of motor fuel,1985394776.7007585
Norway,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",2115761134.011219
Norway,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",12898863310.608309
Norway,Commodity,Hotel and restaurant services (55),12216165135.686356
Norway,Commodity,Railway transportation services,1145926914.1759613
Norway,Commodity,Other land transportation services,9783383526.989803
Norway,Commodity,Transportation services via pipelines,1653219119.7823472
Norway,Commodity,Sea and coastal water transportation services,12847236931.159176
Norway,Commodity,Inland water transportation services,4609266.87626038
Norway,Commodity,Air transport services (62),3695441723.344699
Norway,Commodity,Supporting and auxiliary transport services; travel agency services (63),9275771799.04612
Norway,Commodity,Post and telecommunication services (64),13835194495.378056
Norway,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",14482109661.051615
Norway,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",4377277859.200045
Norway,Commodity,Services auxiliary to financial intermediation (67),4968979452.10952
Norway,Commodity,Real estate services (70),44795468584.08397
Norway,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),12213025193.646645
Norway,Commodity,Computer and related services (72),8967996384.905693
Norway,Commodity,Research and development services (73),2091260702.1428256
Norway,Commodity,Other business services (74),37100845498.86636
Norway,Commodity,Public administration and defence services; compulsory social security services (75),29839783627.168747
Norway,Commodity,Education services (80),20605132027.78191
Norway,Commodity,Health and social work services (85),42922356601.82069
Norway,Commodity,Food waste for treatment: incineration,352699891.08226085
Norway,Commodity,Paper waste for treatment: incineration,356732662.68675697
Norway,Commodity,Plastic waste for treatment: incineration,79385301.39660719
Norway,Commodity,Intert/metal waste for treatment: incineration,627273353.7458106
Norway,Commodity,Textiles waste for treatment: incineration,80484086.00147471
Norway,Commodity,Wood waste for treatment: incineration,93801234.26003316
Norway,Commodity,Oil/hazardous waste for treatment: incineration,299228929.9793705
Norway,Commodity,Food waste for treatment: biogasification and land application,0.0
Norway,Commodity,Paper waste for treatment: biogasification and land application,0.0
Norway,Commodity,Sewage sludge for treatment: biogasification and land application,0.0
Norway,Commodity,Food waste for treatment: composting and land application,318778310.9021912
Norway,Commodity,Paper and wood waste for treatment: composting and land application,0.0
Norway,Commodity,Food waste for treatment: waste water treatment,77539606.52550155
Norway,Commodity,Other waste for treatment: waste water treatment,138342446.9204869
Norway,Commodity,Food waste for treatment: landfill,113814756.6159558
Norway,Commodity,Paper for treatment: landfill,76706078.3971065
Norway,Commodity,Plastic waste for treatment: landfill,7458166.10774927
Norway,Commodity,Inert/metal/hazardous waste for treatment: landfill,281207773.0398862
Norway,Commodity,Textiles waste for treatment: landfill,17607083.829508908
Norway,Commodity,Wood waste for treatment: landfill,21117744.501579903
Norway,Commodity,Membership organisation services n.e.c. (91),6284170553.205873
Norway,Commodity,"Recreational, cultural and sporting services (92)",13120103879.983402
Norway,Commodity,Other services (93),2278794244.0574455
Norway,Commodity,Private households with employed persons (95),291302256.7566512
Norway,Commodity,Extra-territorial organizations and bodies,0.0
Latin America,Commodity,Paddy rice,3023401544.3990593
Latin America,Commodity,Wheat,7896961585.053411
Latin America,Commodity,Cereal grains nec,21980240732.745693
Latin America,Commodity,"Vegetables, fruit, nuts",49574604656.764694
Latin America,Commodity,Oil seeds,12683960263.755985
Latin America,Commodity,"Sugar cane, sugar beet",3771033312.314405
Latin America,Commodity,Plant-based fibers,2787124249.9814825
Latin America,Commodity,Crops nec,36181601981.04821
Latin America,Commodity,Cattle,21034024765.963066
Latin America,Commodity,Pigs,10996206436.109322
Latin America,Commodity,Poultry,17501332288.608925
Latin America,Commodity,Meat animals nec,1840045612.4607067
Latin America,Commodity,Animal products nec,4214293066.0216703
Latin America,Commodity,Raw milk,17693684795.17534
Latin America,Commodity,"Wool, silk-worm cocoons",320970205.95529646
Latin America,Commodity,Manure (conventional treatment),0.0
Latin America,Commodity,Manure (biogas treatment),0.0
Latin America,Commodity,"Products of forestry, logging and related services (02)",13119700001.696074
Latin America,Commodity,Fish and other fishing products; services incidental of fishing (05),16563392022.560326
Latin America,Commodity,Anthracite,84475792.2291617
Latin America,Commodity,Coking Coal,483096588.8754564
Latin America,Commodity,Other Bituminous Coal,10530094540.134283
Latin America,Commodity,Sub-Bituminous Coal,0.0
Latin America,Commodity,Patent Fuel,37415543.535569206
Latin America,Commodity,Lignite/Brown Coal,3244163.037363004
Latin America,Commodity,BKB/Peat Briquettes,0.0
Latin America,Commodity,Peat,7791147.804666074
Latin America,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",115110794910.74799
Latin America,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",10311597464.870167
Latin America,Commodity,Natural Gas Liquids,1839463102.642988
Latin America,Commodity,Other Hydrocarbons,143522464.45192492
Latin America,Commodity,Uranium and thorium ores (12),206299730.69746578
Latin America,Commodity,Iron ores,3956359098.872516
Latin America,Commodity,Copper ores and concentrates,13685151305.96898
Latin America,Commodity,Nickel ores and concentrates,509854037.1219622
Latin America,Commodity,Aluminium ores and concentrates,436014521.5457698
Latin America,Commodity,Precious metal ores and concentrates,4541205258.721895
Latin America,Commodity,"Lead, zinc and tin ores and concentrates",2194852472.078179
Latin America,Commodity,Other non-ferrous metal ores and concentrates,1274597713.8563094
Latin America,Commodity,Stone,4270816997.9044356
Latin America,Commodity,Sand and clay,4366949317.778396
Latin America,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1507486321.6863635
Latin America,Commodity,Products of meat cattle,10481164339.643032
Latin America,Commodity,Products of meat pigs,6352999206.286865
Latin America,Commodity,Products of meat poultry,10083441477.788338
Latin America,Commodity,Meat products nec,10344556217.86678
Latin America,Commodity,products of Vegetable oils and fats,15036303992.633963
Latin America,Commodity,Dairy products,17951280103.66793
Latin America,Commodity,Processed rice,3802349718.7317166
Latin America,Commodity,Sugar,4336028385.704189
Latin America,Commodity,Food products nec,74986655767.10417
Latin America,Commodity,Beverages,22384330299.944473
Latin America,Commodity,Fish products,22265542645.391026
Latin America,Commodity,Tobacco products (16),9713745832.084034
Latin America,Commodity,Textiles (17),19696018360.77846
Latin America,Commodity,Wearing apparel; furs (18),23103936094.7724
Latin America,Commodity,Leather and leather products (19),6400783827.047725
Latin America,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),23208118723.835526
Latin America,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Latin America,Commodity,Pulp,3214054857.097179
Latin America,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
Latin America,Commodity,Paper and paper products,28887483725.994553
Latin America,Commodity,Printed matter and recorded media (22),33396471928.941086
Latin America,Commodity,Coke Oven Coke,1102740880.920179
Latin America,Commodity,Gas Coke,0.0
Latin America,Commodity,Coal Tar,44820664.77662674
Latin America,Commodity,Motor Gasoline,27897079984.663597
Latin America,Commodity,Aviation Gasoline,77951832.3482978
Latin America,Commodity,Gasoline Type Jet Fuel,19919121.82782963
Latin America,Commodity,Kerosene Type Jet Fuel,5254141483.213731
Latin America,Commodity,Kerosene,1124204812.8994794
Latin America,Commodity,Gas/Diesel Oil,24483451874.453148
Latin America,Commodity,Heavy Fuel Oil,12452993514.041567
Latin America,Commodity,Refinery Gas,145555068.98692602
Latin America,Commodity,Liquefied Petroleum Gases (LPG),5443057659.488777
Latin America,Commodity,Refinery Feedstocks,3112050606.213551
Latin America,Commodity,Ethane,187593453.5434134
Latin America,Commodity,Naphtha,1685079633.4298475
Latin America,Commodity,White Spirit & SBP,336603390.904595
Latin America,Commodity,Lubricants,2927822008.16246
Latin America,Commodity,Bitumen,1977136398.8795927
Latin America,Commodity,Paraffin Waxes,135570910.40309897
Latin America,Commodity,Petroleum Coke,1441971405.2144516
Latin America,Commodity,Non-specified Petroleum Products,430441701.9684552
Latin America,Commodity,Nuclear fuel,247546929.07773948
Latin America,Commodity,"Plastics, basic",4604361188.376652
Latin America,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
Latin America,Commodity,N-fertiliser,351989006.5589449
Latin America,Commodity,P- and other fertiliser,4328751463.272173
Latin America,Commodity,Chemicals nec,38016358298.40752
Latin America,Commodity,Charcoal,264787951.75712496
Latin America,Commodity,Additives/Blending Components,161845220.07711667
Latin America,Commodity,Biogasoline,185607551.0554759
Latin America,Commodity,Biodiesels,276102954.4119383
Latin America,Commodity,Other Liquid Biofuels,129605205.71042341
Latin America,Commodity,Rubber and plastic products (25),37102875997.08152
Latin America,Commodity,Glass and glass products,6003733690.069766
Latin America,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
Latin America,Commodity,Ceramic goods,3155404097.892661
Latin America,Commodity,"Bricks, tiles and construction products, in baked clay",1353363906.5446658
Latin America,Commodity,"Cement, lime and plaster",11701165962.823547
Latin America,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0
Latin America,Commodity,Other non-metallic mineral products,6579374725.449177
Latin America,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,19975163876.470703
Latin America,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Latin America,Commodity,Precious metals,4645817615.066572
Latin America,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Latin America,Commodity,Aluminium and aluminium products,6992668809.5373335
Latin America,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
Latin America,Commodity,"Lead, zinc and tin and products thereof",1422989521.8865278
Latin America,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
Latin America,Commodity,Copper products,25264909318.949223
Latin America,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
Latin America,Commodity,Other non-ferrous metal products,2583688007.1478305
Latin America,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
Latin America,Commodity,Foundry work services,5437402083.11628
Latin America,Commodity,"Fabricated metal products, except machinery and equipment (28)",53581814384.09509
Latin America,Commodity,Machinery and equipment n.e.c. (29),75784609086.40443
Latin America,Commodity,Office machinery and computers (30),17250513664.984596
Latin America,Commodity,Electrical machinery and apparatus n.e.c. (31),27616239525.286064
Latin America,Commodity,"Radio, television and communication equipment and apparatus (32)",41943897154.898834
Latin America,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",29305732825.54957
Latin America,Commodity,"Motor vehicles, trailers and semi-trailers (34)",107685237476.84468
Latin America,Commodity,Other transport equipment (35),20947393790.694294
Latin America,Commodity,Furniture; other manufactured goods n.e.c. (36),36632226288.10325
Latin America,Commodity,Secondary raw materials,1779781089.5496342
Latin America,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
Latin America,Commodity,Electricity by coal,2193992309.5508018
Latin America,Commodity,Electricity by gas,8141790809.183176
Latin America,Commodity,Electricity by nuclear,1485569893.0585928
Latin America,Commodity,Electricity by hydro,20646925328.31921
Latin America,Commodity,Electricity by wind,206586941.05413556
Latin America,Commodity,Electricity by petroleum and other oil derivatives,7213958119.121801
Latin America,Commodity,Electricity by biomass and waste,826006583.6997555
Latin America,Commodity,Electricity by solar photovoltaic,701624.3111355093
Latin America,Commodity,Electricity by solar thermal,467.2050446285595
Latin America,Commodity,"Electricity by tide, wave, ocean",10830220.149606906
Latin America,Commodity,Electricity by Geothermal,367253530.91600746
Latin America,Commodity,Electricity nec,224865485.50986007
Latin America,Commodity,Transmission services of electricity,5780937902.188496
Latin America,Commodity,Distribution and trade services of electricity,18612426844.426945
Latin America,Commodity,Coke oven gas,61922409.27302933
Latin America,Commodity,Blast Furnace Gas,68831572.49433015
Latin America,Commodity,Oxygen Steel Furnace Gas,12227783.454481505
Latin America,Commodity,Gas Works Gas,5323750.109529888
Latin America,Commodity,Biogas,44271413.72904165
Latin America,Commodity,Distribution services of gaseous fuels through mains,9358539867.166723
Latin America,Commodity,Steam and hot water supply services,1924777927.3891244
Latin America,Commodity,"Collected and purified water, distribution services of water (41)",5124516168.058457
Latin America,Commodity,Construction work (45),330577756157.92346
Latin America,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
Latin America,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",60693689883.49606
Latin America,Commodity,Retail trade services of motor fuel,3126234831.2797604
Latin America,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",160680882159.2619
Latin America,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",113532058820.36081
Latin America,Commodity,Hotel and restaurant services (55),147590745262.74393
Latin America,Commodity,Railway transportation services,15050682102.928518
Latin America,Commodity,Other land transportation services,84602804999.77852
Latin America,Commodity,Transportation services via pipelines,5122869342.28394
Latin America,Commodity,Sea and coastal water transportation services,8288387942.34757
Latin America,Commodity,Inland water transportation services,956681323.6632142
Latin America,Commodity,Air transport services (62),24932993751.920082
Latin America,Commodity,Supporting and auxiliary transport services; travel agency services (63),59484139070.71902
Latin America,Commodity,Post and telecommunication services (64),116105683503.92303
Latin America,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",56990401550.3121
Latin America,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",60658894110.75426
Latin America,Commodity,Services auxiliary to financial intermediation (67),37031447763.51017
Latin America,Commodity,Real estate services (70),199502000743.87732
Latin America,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),36030418482.56697
Latin America,Commodity,Computer and related services (72),50648342054.68332
Latin America,Commodity,Research and development services (73),16674503159.824297
Latin America,Commodity,Other business services (74),188290891227.5099
Latin America,Commodity,Public administration and defence services; compulsory social security services (75),217952528800.58963
Latin America,Commodity,Education services (80),80321583647.61359
Latin America,Commodity,Health and social work services (85),218070107773.03223
Latin America,Commodity,Food waste for treatment: incineration,1049331061.4649116
Latin America,Commodity,Paper waste for treatment: incineration,1149965403.5030334
Latin America,Commodity,Plastic waste for treatment: incineration,947380133.7491715
Latin America,Commodity,Intert/metal waste for treatment: incineration,709136055.5839877
Latin America,Commodity,Textiles waste for treatment: incineration,439971164.92176956
Latin America,Commodity,Wood waste for treatment: incineration,609453924.9171964
Latin America,Commodity,Oil/hazardous waste for treatment: incineration,613554029.5722951
Latin America,Commodity,Food waste for treatment: biogasification and land application,342458642.35951275
Latin America,Commodity,Paper waste for treatment: biogasification and land application,150768430.63925394
Latin America,Commodity,Sewage sludge for treatment: biogasification and land application,1073951412.680451
Latin America,Commodity,Food waste for treatment: composting and land application,1074701815.8546286
Latin America,Commodity,Paper and wood waste for treatment: composting and land application,305912029.7730491
Latin America,Commodity,Food waste for treatment: waste water treatment,2652684317.76814
Latin America,Commodity,Other waste for treatment: waste water treatment,2719949094.369972
Latin America,Commodity,Food waste for treatment: landfill,3354536161.596445
Latin America,Commodity,Paper for treatment: landfill,2021636983.7866592
Latin America,Commodity,Plastic waste for treatment: landfill,1342688416.6006408
Latin America,Commodity,Inert/metal/hazardous waste for treatment: landfill,1934944945.055473
Latin America,Commodity,Textiles waste for treatment: landfill,664955003.08529
Latin America,Commodity,Wood waste for treatment: landfill,836337317.7813237
Latin America,Commodity,Membership organisation services n.e.c. (91),22788564365.155266
Latin America,Commodity,"Recreational, cultural and sporting services (92)",58078203545.762726
Latin America,Commodity,Other services (93),33211372308.280975
Latin America,Commodity,Private households with employed persons (95),8906877147.475868
Latin America,Commodity,Extra-territorial organizations and bodies,0.0
Africa,Commodity,Paddy rice,22674485089.8021
Africa,Commodity,Wheat,17495493433.2916
Africa,Commodity,Cereal grains nec,27891700364.840656
Africa,Commodity,"Vegetables, fruit, nuts",77214264487.30255
Africa,Commodity,Oil seeds,14796784411.069796
Africa,Commodity,"Sugar cane, sugar beet",8122690427.872086
Africa,Commodity,Plant-based fibers,4189900108.8911614
Africa,Commodity,Crops nec,62625952485.5123
Africa,Commodity,Cattle,27242568386.0753
Africa,Commodity,Pigs,26364082639.78745
Africa,Commodity,Poultry,29083917192.723885
Africa,Commodity,Meat animals nec,5753977443.036296
Africa,Commodity,Animal products nec,7691126401.843721
Africa,Commodity,Raw milk,21583640702.11473
Africa,Commodity,"Wool, silk-worm cocoons",773324379.3285075
Africa,Commodity,Manure (conventional treatment),0.0
Africa,Commodity,Manure (biogas treatment),0.0
Africa,Commodity,"Products of forestry, logging and related services (02)",17833158819.837715
Africa,Commodity,Fish and other fishing products; services incidental of fishing (05),23321070409.466026
Africa,Commodity,Anthracite,14600360.75791916
Africa,Commodity,Coking Coal,1723534570.3944552
Africa,Commodity,Other Bituminous Coal,230300476.60352153
Africa,Commodity,Sub-Bituminous Coal,0.0
Africa,Commodity,Patent Fuel,54011976.72977976
Africa,Commodity,Lignite/Brown Coal,15711173.074838642
Africa,Commodity,BKB/Peat Briquettes,7102527.6644450305
Africa,Commodity,Peat,3151093.7629539133
Africa,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",96652165050.18994
Africa,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",12168972668.17058
Africa,Commodity,Natural Gas Liquids,6980515193.662489
Africa,Commodity,Other Hydrocarbons,789164096.9507416
Africa,Commodity,Uranium and thorium ores (12),702750376.2661725
Africa,Commodity,Iron ores,5667704050.3038025
Africa,Commodity,Copper ores and concentrates,5088897693.1088505
Africa,Commodity,Nickel ores and concentrates,1670405344.8740344
Africa,Commodity,Aluminium ores and concentrates,918497984.7447833
